problem_title,status,url
2022 AIME II Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_3
2022 AIME II Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_4
2022 AIME II Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_5
2022 AIME II Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_6
2022 AIME II Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_7
2022 AIME II Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_8
2022 AIME II Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_9
2022 AIME II Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_10
2022 AIME II Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_11
2022 AIME II Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_12
2022 AIME II Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_13
2022 AIME II Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_14
2022 AIME II Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2022_AIME_II_Problems/Problem_15
2023 AIME I Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_1
2023 AIME I Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_2
2023 AIME I Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_3
2023 AIME I Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_4
2023 AIME I Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_5
2023 AIME I Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_6
2023 AIME I Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_7
2023 AIME I Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_8
2023 AIME I Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_9
2023 AIME I Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_10
2023 AIME I Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_11
2023 AIME I Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_12
2023 AIME I Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_13
2023 AIME I Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_14
2023 AIME I Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_I_Problems/Problem_15
2023 AIME II Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_1
2023 AIME II Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_2
2023 AIME II Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_3
2023 AIME II Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_4
2023 AIME II Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_5
2023 AIME II Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_6
2023 AIME II Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_7
2023 AIME II Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_8
2023 AIME II Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_9
2023 AIME II Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_10
2023 AIME II Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_11
2023 AIME II Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_12
2023 AIME II Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_13
2023 AIME II Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_14
2023 AIME II Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2023_AIME_II_Problems/Problem_15
2024 AIME I Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_1
2024 AIME I Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_2
2024 AIME I Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_3
2024 AIME I Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_4
2024 AIME I Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_5
2024 AIME I Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_6
2024 AIME I Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_7
2024 AIME I Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_8
2024 AIME I Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_9
2024 AIME I Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_10
2024 AIME I Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_11
2024 AIME I Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_12
2024 AIME I Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_13
2024 AIME I Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_14
2024 AIME I Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_I_Problems/Problem_15
2024 AIME II Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_1
2024 AIME II Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_2
2024 AIME II Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_3
2024 AIME II Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_4
2024 AIME II Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_5
2024 AIME II Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_6
2024 AIME II Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_7
2024 AIME II Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_8
2024 AIME II Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_9
2024 AIME II Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_10
2024 AIME II Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_11
2024 AIME II Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_12
2024 AIME II Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_13
2024 AIME II Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_14
2024 AIME II Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2024_AIME_II_Problems/Problem_15
2025 AIME I Problem 1,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_1
2025 AIME I Problem 2,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_2
2025 AIME I Problem 3,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_3
2025 AIME I Problem 4,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_4
2025 AIME I Problem 5,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_5
2025 AIME I Problem 6,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_6
2025 AIME I Problem 7,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_7
2025 AIME I Problem 8,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_8
2025 AIME I Problem 9,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_9
2025 AIME I Problem 10,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_10
2025 AIME I Problem 11,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_11
2025 AIME I Problem 12,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_12
2025 AIME I Problem 13,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_13
2025 AIME I Problem 14,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_14
2025 AIME I Problem 15,cloudflare_block,https://artofproblemsolving.com/wiki/index.php/2025_AIME_I_Problems/Problem_15
2025 AIME II Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_1
2025 AIME II Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_2
2025 AIME II Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_3
2025 AIME II Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_4
2025 AIME II Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_5
2025 AIME II Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_6
2025 AIME II Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_7
2025 AIME II Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_8
2025 AIME II Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_9
2025 AIME II Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_10
2025 AIME II Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_11
2025 AIME II Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_12
2025 AIME II Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_13
2025 AIME II Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_14
2025 AIME II Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2025_AIME_II_Problems/Problem_15
2026 AIME I Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_1
2026 AIME I Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_2
2026 AIME I Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_3
2026 AIME I Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_4
2026 AIME I Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_5
2026 AIME I Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_6
2026 AIME I Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_7
2026 AIME I Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_8
2026 AIME I Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_9
2026 AIME I Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_10
2026 AIME I Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_11
2026 AIME I Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_12
2026 AIME I Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_13
2026 AIME I Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_14
2026 AIME I Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_I_Problems/Problem_15
2026 AIME II Problem 1,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_1
2026 AIME II Problem 2,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_2
2026 AIME II Problem 3,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_3
2026 AIME II Problem 4,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_4
2026 AIME II Problem 5,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_5
2026 AIME II Problem 6,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_6
2026 AIME II Problem 7,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_7
2026 AIME II Problem 8,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_8
2026 AIME II Problem 9,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_9
2026 AIME II Problem 10,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_10
2026 AIME II Problem 11,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_11
2026 AIME II Problem 12,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_12
2026 AIME II Problem 13,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_13
2026 AIME II Problem 14,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_14
2026 AIME II Problem 15,ok,https://artofproblemsolving.com/wiki/index.php/2026_AIME_II_Problems/Problem_15
