year,exam_type,exam_name,problem_no,problem_title,problem_url,answer_key_url,source
2015,AIME II,2015 AIME II,13,2015 AIME II Problem 13,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Answer_Key,AoPS Wiki
2015,AIME II,2015 AIME II,14,2015 AIME II Problem 14,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Answer_Key,AoPS Wiki
2015,AIME II,2015 AIME II,15,2015 AIME II Problem 15,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2015_AIME_II_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,1,2016 AIME I Problem 1,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,2,2016 AIME I Problem 2,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,3,2016 AIME I Problem 3,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,4,2016 AIME I Problem 4,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,5,2016 AIME I Problem 5,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,6,2016 AIME I Problem 6,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,7,2016 AIME I Problem 7,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,8,2016 AIME I Problem 8,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,9,2016 AIME I Problem 9,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,10,2016 AIME I Problem 10,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,11,2016 AIME I Problem 11,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,12,2016 AIME I Problem 12,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,13,2016 AIME I Problem 13,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,14,2016 AIME I Problem 14,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME I,2016 AIME I,15,2016 AIME I Problem 15,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2016_AIME_I_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,1,2016 AIME II Problem 1,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,2,2016 AIME II Problem 2,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,3,2016 AIME II Problem 3,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,4,2016 AIME II Problem 4,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,5,2016 AIME II Problem 5,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,6,2016 AIME II Problem 6,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,7,2016 AIME II Problem 7,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,8,2016 AIME II Problem 8,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,9,2016 AIME II Problem 9,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,10,2016 AIME II Problem 10,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,11,2016 AIME II Problem 11,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,12,2016 AIME II Problem 12,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,13,2016 AIME II Problem 13,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,14,2016 AIME II Problem 14,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2016,AIME II,2016 AIME II,15,2016 AIME II Problem 15,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2016_AIME_II_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,1,2017 AIME I Problem 1,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,2,2017 AIME I Problem 2,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,3,2017 AIME I Problem 3,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,4,2017 AIME I Problem 4,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,5,2017 AIME I Problem 5,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,6,2017 AIME I Problem 6,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,7,2017 AIME I Problem 7,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,8,2017 AIME I Problem 8,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,9,2017 AIME I Problem 9,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,10,2017 AIME I Problem 10,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,11,2017 AIME I Problem 11,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,12,2017 AIME I Problem 12,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,13,2017 AIME I Problem 13,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,14,2017 AIME I Problem 14,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME I,2017 AIME I,15,2017 AIME I Problem 15,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2017_AIME_I_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,1,2017 AIME II Problem 1,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,2,2017 AIME II Problem 2,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,3,2017 AIME II Problem 3,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,4,2017 AIME II Problem 4,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,5,2017 AIME II Problem 5,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,6,2017 AIME II Problem 6,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,7,2017 AIME II Problem 7,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,8,2017 AIME II Problem 8,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,9,2017 AIME II Problem 9,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,10,2017 AIME II Problem 10,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,11,2017 AIME II Problem 11,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,12,2017 AIME II Problem 12,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,13,2017 AIME II Problem 13,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,14,2017 AIME II Problem 14,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2017,AIME II,2017 AIME II,15,2017 AIME II Problem 15,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2017_AIME_II_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,1,2018 AIME I Problem 1,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,2,2018 AIME I Problem 2,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,3,2018 AIME I Problem 3,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,4,2018 AIME I Problem 4,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,5,2018 AIME I Problem 5,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,6,2018 AIME I Problem 6,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,7,2018 AIME I Problem 7,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,8,2018 AIME I Problem 8,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,9,2018 AIME I Problem 9,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,10,2018 AIME I Problem 10,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,11,2018 AIME I Problem 11,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,12,2018 AIME I Problem 12,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,13,2018 AIME I Problem 13,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,14,2018 AIME I Problem 14,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME I,2018 AIME I,15,2018 AIME I Problem 15,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Problems/Problem_15,https://artofproblemsolving.com/wiki/index.php/2018_AIME_I_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,1,2018 AIME II Problem 1,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_1,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,2,2018 AIME II Problem 2,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_2,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,3,2018 AIME II Problem 3,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_3,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,4,2018 AIME II Problem 4,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_4,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,5,2018 AIME II Problem 5,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_5,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,6,2018 AIME II Problem 6,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_6,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,7,2018 AIME II Problem 7,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_7,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,8,2018 AIME II Problem 8,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_8,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,9,2018 AIME II Problem 9,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_9,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,10,2018 AIME II Problem 10,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_10,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,11,2018 AIME II Problem 11,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_11,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,12,2018 AIME II Problem 12,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_12,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,13,2018 AIME II Problem 13,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_13,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
2018,AIME II,2018 AIME II,14,2018 AIME II Problem 14,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Problems/Problem_14,https://artofproblemsolving.com/wiki/index.php/2018_AIME_II_Answer_Key,AoPS Wiki
